1,2041,50,,
2,2060,50,,
3,1816,50,,
4,507,50,,
5,1095,50,,
6,2036,50,,
7,2061,50,,
8,505,50,,
9,446,50,,
10,3043,50,,
,,,3,1
1,1983,50,,
2,2019,50,,
3,839,50,,
4,564,50,,
5,1022,50,,
6,2051,50,,
7,2063,50,,
8,817,50,,
9,408,50,,
10,3035,50,,
,,,3,2
1,2009,50,,
2,2022,50,,
3,846,50,,
4,260,50,,
5,1074,50,,
6,2048,50,,
7,2059,50,,
8,819,50,,
9,729,50,,
10,3072,50,,
,,,3,3
1,2090,50,,
2,2011,50,,
3,816,50,,
4,220,50,,
5,840,50,,
6,2100,50,,
7,2071,50,,
8,802,50,,
9,733,50,,
10,3066,50,,
,,,3,4
1,2013,50,,
2,2009,50,,
3,812,50,,
4,334,50,,
5,1264,50,,
6,1733,50,,
7,2070,50,,
8,812,50,,
9,822,50,,
10,3114,50,,
,,,3,5
1,2031,50,,
2,2017,50,,
3,816,50,,
4,169,50,,
5,670,50,,
6,2148,50,,
7,2070,50,,
8,802,50,,
9,686,50,,
10,2961,50,,
,,,3,6
1,1992,50,,
2,2022,50,,
3,816,50,,
4,387,50,,
5,1305,50,,
6,1783,50,,
7,2065,50,,
8,818,50,,
9,809,50,,
10,3228,50,,
,,,3,7
1,1964,50,,
2,2018,50,,
3,1867,50,,
4,537,50,,
5,2000,50,,
6,2050,50,,
7,2089,50,,
8,528,50,,
9,433,50,,
10,2018,50,,
,,,3,8
