1,1966,50,,
2,2077,50,,
3,1852,50,,
4,535,50,,
5,1061,50,,
6,2043,50,,
7,2055,50,,
8,572,50,,
9,454,50,,
10,1865,50,,
,,,3,1
1,2135,50,,
2,2077,50,,
3,2583,50,,
4,373,50,,
5,533,50,,
6,2043,50,,
7,2853,50,,
8,572,50,,
9,454,50,,
10,1866,50,,
,,,3,2
1,1691,50,,
2,2077,50,,
3,2158,50,,
4,354,50,,
5,676,50,,
6,2043,50,,
7,2596,50,,
8,572,50,,
9,454,50,,
10,1865,50,,
,,,3,3
1,2197,50,,
2,2077,50,,
3,3004,50,,
4,367,50,,
5,540,50,,
6,2043,50,,
7,2926,50,,
8,572,50,,
9,454,50,,
10,1865,50,,
,,,3,4
1,1651,50,,
2,2077,50,,
3,2343,50,,
4,394,50,,
5,656,50,,
6,2043,50,,
7,2713,50,,
8,572,50,,
9,454,50,,
10,1865,50,,
,,,3,5
1,1992,50,,
2,2077,50,,
3,1837,50,,
4,521,50,,
5,1110,50,,
6,2043,50,,
7,2049,50,,
8,572,50,,
9,454,50,,
10,1865,50,,
,,,3,6
1,1986,50,,
2,2077,50,,
3,1841,50,,
4,551,50,,
5,2018,50,,
6,2043,50,,
7,2061,50,,
8,572,50,,
9,454,50,,
10,1865,50,,
,,,3,7
