1,2021,50,,
2,2044,50,,
3,809,50,,
4,556,50,,
5,1041,50,,
6,2053,50,,
7,2058,50,,
8,825,50,,
9,425,50,,
10,3066,50,,
,,,3,1
1,2017,50,,
2,2044,50,,
3,829,50,,
4,853,50,,
5,1018,50,,
6,2050,50,,
7,2048,50,,
8,824,50,,
9,76,50,,
10,3075,50,,
,,,3,2
1,1987,50,,
2,2047,50,,
3,881,50,,
4,246,50,,
5,975,50,,
6,2050,50,,
7,2051,50,,
8,829,50,,
9,742,50,,
10,3127,50,,
,,,3,3
1,2017,50,,
2,2044,50,,
3,829,50,,
4,853,50,,
5,1018,50,,
6,2050,50,,
7,2048,50,,
8,824,50,,
9,76,50,,
10,3075,50,,
,,,3,4
1,1987,50,,
2,2047,50,,
3,881,50,,
4,246,50,,
5,975,50,,
6,2050,50,,
7,2051,50,,
8,829,50,,
9,742,50,,
10,3127,50,,
,,,3,5
1,2017,50,,
2,2044,50,,
3,829,50,,
4,853,50,,
5,1018,50,,
6,2050,50,,
7,2048,50,,
8,824,50,,
9,76,50,,
10,3075,50,,
,,,3,6
1,1987,50,,
2,2047,50,,
3,881,50,,
4,246,50,,
5,975,50,,
6,2050,50,,
7,2051,50,,
8,829,50,,
9,742,50,,
10,3127,50,,
,,,3,7
1,2023,50,
6,2048,50,
7,2048,50,
2,2048,50,
5,2048,50,
10,2018,50,
3,1883,50,
8,512,50,
4,512,50,
9,432,50,
,,,3,8
