1,1988,50,,
2,2036,50,,
3,1914,50,,
4,528,50,,
5,1026,50,,
6,2110,50,,
7,2069,50,,
8,525,50,,
9,446,50,,
10,2093,50,,
,,,3,1
1,2262,50,,
2,2036,50,,
3,1814,50,,
4,305,50,,
5,1275,50,,
6,2110,50,,
7,2054,50,,
8,524,50,,
9,446,50,,
10,2094,50,,
,,,3,2
1,2450,50,,
2,2036,50,,
3,1942,50,,
4,284,50,,
5,537,50,,
6,2110,50,,
7,2052,50,,
8,525,50,,
9,446,50,,
10,2093,50,,
,,,3,3
1,2262,50,,
2,2036,50,,
3,1814,50,,
4,305,50,,
5,1275,50,,
6,2110,50,,
7,2054,50,,
8,524,50,,
9,446,50,,
10,2094,50,,
,,,3,4
1,2450,50,,
2,2036,50,,
3,1942,50,,
4,284,50,,
5,537,50,,
6,2110,50,,
7,2052,50,,
8,525,50,,
9,446,50,,
10,2093,50,,
,,,3,5
1,2262,50,,
2,2036,50,,
3,1814,50,,
4,305,50,,
5,1275,50,,
6,2110,50,,
7,2054,50,,
8,524,50,,
9,446,50,,
10,2094,50,,
,,,3,6
1,1973,50,,
2,2036,50,,
3,1894,50,,
4,537,50,,
5,2011,50,,
6,2110,50,,
7,2090,50,,
8,524,50,,
9,446,50,,
10,2094,50,,
,,,3,7
