1,2010,50,,
2,2021,50,,
3,1846,50,,
4,531,50,,
5,1077,50,,
6,2051,50,,
7,2050,50,,
8,510,50,,
9,441,50,,
10,3057,50,,
,,,3,1
1,2014,50,,
2,2025,50,,
3,1854,50,,
4,212,50,,
5,1093,50,,
6,2057,50,,
7,2045,50,,
8,508,50,,
9,737,50,,
10,3056,50,,
,,,3,2
1,2507,50,,
2,2025,50,,
3,1914,50,,
4,254,50,,
5,534,50,,
6,2058,50,,
7,2065,50,,
8,507,50,,
9,739,50,,
10,3057,50,,
,,,3,3
1,2053,50,,
2,2058,50,,
3,1838,50,,
4,236,50,,
5,1084,50,,
6,1612,50,,
7,2006,50,,
8,511,50,,
9,720,50,,
10,3547,50,,
,,,3,4
1,2520,50,,
2,2063,50,,
3,1904,50,,
4,246,50,,
5,589,50,,
6,2037,50,,
7,2008,50,,
8,520,50,,
9,735,50,,
10,3011,50,,
,,,3,5
1,2020,50,,
2,2059,50,,
3,1847,50,,
4,235,50,,
5,1053,50,,
6,1594,50,,
7,2019,50,,
8,497,50,,
9,710,50,,
10,3546,50,,
,,,3,6
1,1983,50,,
2,2060,50,,
3,1831,50,,
4,516,50,,
5,1047,50,,
6,2089,50,,
7,2020,50,,
8,504,50,,
9,420,50,,
10,3063,50,,
,,,3,7
1,1998,50,,
2,2027,50,,
3,1844,50,,
4,524,50,,
5,2084,50,,
6,2118,50,,
7,2048,50,,
8,526,50,,
9,447,50,,
10,2144,50,,
,,,3,8
