1,1977,50,,
2,2026,50,,
3,1831,50,,
4,513,50,,
5,1025,50,,
6,2040,50,,
7,2058,50,,
8,502,50,,
9,434,50,,
10,3040,50,,
,,,3,1
1,2078,50,,
2,2052,50,,
3,1872,50,,
4,204,50,,
5,1128,50,,
6,1991,50,,
7,2038,50,,
8,516,50,,
9,729,50,,
10,3002,50,,
,,,3,2
1,2612,50,,
2,2056,50,,
3,1805,50,,
4,212,50,,
5,1663,50,,
6,1469,50,,
7,2020,50,,
8,516,50,,
9,707,50,,
10,2503,50,,
,,,3,3
1,1984,50,,
2,2049,50,,
3,1868,50,,
4,524,50,,
5,1034,50,,
6,2058,50,,
7,2064,50,,
8,505,50,,
9,443,50,,
10,3066,50,,
,,,3,4
1,1949,50,,
2,2046,50,,
3,1842,50,,
4,538,50,,
5,1978,50,,
6,2097,50,,
7,2070,50,,
8,509,50,,
9,396,50,,
10,2074,50,,
,,,3,5
