1,2002,50,,
2,2051,50,,
3,1861,50,,
4,538,50,,
5,1062,50,,
6,2051,50,,
7,2042,50,,
8,518,50,,
9,442,50,,
10,3063,50,,
,,,3,1
1,2050,50,,
2,2039,50,,
3,858,50,,
4,591,50,,
5,1130,50,,
6,2030,50,,
7,2047,50,,
8,831,50,,
9,370,50,,
10,2944,50,,
,,,3,2
1,3728,50,,
2,2035,50,,
3,942,50,,
4,394,50,,
5,1681,50,,
6,341,50,,
7,2013,50,,
8,820,50,,
9,612,50,,
10,2441,50,,
,,,3,3
1,2938,50,,
2,2035,50,,
3,956,50,,
4,448,50,,
5,989,50,,
6,1131,50,,
7,2033,50,,
8,815,50,,
9,469,50,,
10,3068,50,,
,,,3,4
1,3728,50,,
2,2035,50,,
3,942,50,,
4,394,50,,
5,1681,50,,
6,341,50,,
7,2013,50,,
8,820,50,,
9,612,50,,
10,2441,50,,
,,,3,5
1,2938,50,,
2,2035,50,,
3,956,50,,
4,448,50,,
5,989,50,,
6,1131,50,,
7,2033,50,,
8,815,50,,
9,469,50,,
10,3068,50,,
,,,3,6
1,1972,50,,
2,2017,50,,
3,1823,50,,
4,542,50,,
5,2040,50,,
6,2097,50,,
7,2041,50,,
8,526,50,,
9,411,50,,
10,2092,50,,
,,,3,7
