1,1974,50,,
2,2037,50,,
3,1849,50,,
4,514,50,,
5,1036,50,,
6,2047,50,,
7,2042,50,,
8,496,50,,
9,430,50,,
10,3060,50,,
,,,3,1
1,1979,50,,
2,2053,50,,
3,832,50,,
4,863,50,,
5,990,50,,
6,2078,50,,
7,2052,50,,
8,829,50,,
9,118,50,,
10,3099,50,,
,,,3,2
1,2493,50,,
2,2054,50,,
3,794,50,,
4,791,50,,
5,1319,50,,
6,1478,50,,
7,2018,50,,
8,836,50,,
9,143,50,,
10,2631,50,,
,,,1.5,3
1,1979,50,,
2,2053,50,,
3,832,50,,
4,863,50,,
5,990,50,,
6,2078,50,,
7,2052,50,,
8,829,50,,
9,118,50,,
10,3099,50,,
,,,1.5,4
1,2493,50,,
2,2054,50,,
3,794,50,,
4,791,50,,
5,1319,50,,
6,1478,50,,
7,2018,50,,
8,836,50,,
9,143,50,,
10,2631,50,,
,,,1.5,5
1,1945,50,,
2,2046,50,,
3,1852,50,,
4,549,50,,
5,2001,50,,
6,2122,50,,
7,2061,50,,
8,525,50,,
9,442,50,,
10,2124,50,,
,,,3,6
