1,2013,50,,
2,2019,50,,
3,1899,50,,
4,527,50,,
5,1082,50,,
6,2034,50,,
7,2073,50,,
8,505,50,,
9,442,50,,
10,3048,50,,
,,,3,1
1,3015,50,,
2,2070,50,,
3,1826,50,,
4,543,50,,
5,2046,50,,
6,1076,50,,
7,2003,50,,
8,517,50,,
9,414,50,,
10,2074,50,,
,,,3,2
1,2862,50,,
2,2536,50,,
3,1757,50,,
4,596,50,,
5,1911,50,,
6,1026,50,,
7,1571,50,,
8,527,50,,
9,533,50,,
10,2108,50,,
,,,3,3
1,3079,50,,
2,2063,50,,
3,1845,50,,
4,569,50,,
5,2131,50,,
6,1043,50,,
7,1989,50,,
8,524,50,,
9,396,50,,
10,2042,50,,
,,,3,4
1,1949,50,,
2,2013,50,,
3,1846,50,,
4,534,50,,
5,1985,50,,
6,2033,50,,
7,2077,50,,
8,520,50,,
9,415,50,,
10,1972,50,,
,,,3,5
