1,1995,50,,
2,2062,50,,
3,1865,50,,
4,510,50,,
5,1038,50,,
6,2014,50,,
7,2004,50,,
8,504,50,,
9,457,50,,
10,2982,50,,
,,,3,1
1,3008,50,,
2,2100,50,,
3,1867,50,,
4,509,50,,
5,1013,50,,
6,1070,50,,
7,2006,50,,
8,530,50,,
9,449,50,,
10,3132,50,,
,,,3,2
1,3021,50,,
2,2065,50,,
3,1888,50,,
4,295,50,,
5,986,50,,
6,1135,50,,
7,2002,50,,
8,494,50,,
9,612,50,,
10,3195,50,,
,,,3,3
1,3012,50,,
2,2066,50,,
3,1877,50,,
4,508,50,,
5,983,50,,
6,1157,50,,
7,2003,50,,
8,515,50,,
9,437,50,,
10,3199,50,,
,,,3,4
1,1975,50,,
2,2010,50,,
3,1870,50,,
4,510,50,,
5,2031,50,,
6,2067,50,,
7,2072,50,,
8,530,50,,
9,448,50,,
10,2053,50,,
,,,3,5
