1,1939,50,,
2,2066,50,,
3,1847,50,,
4,518,50,,
5,1002,50,,
6,2117,50,,
7,2034,50,,
8,500,50,,
9,447,50,,
10,3090,50,,
,,,3,1
1,2013,50,,
2,2068,50,,
3,787,50,,
4,889,50,,
5,1017,50,,
6,2055,50,,
7,2030,50,,
8,840,50,,
9,116,50,,
10,3090,50,,
,,,3,2
1,1975,50,,
2,2023,50,,
3,832,50,,
4,888,50,,
5,1002,50,,
6,2030,50,,
7,2081,50,,
8,819,50,,
9,102,50,,
10,3010,50,,
,,,3,3
1,1993,50,,
2,2065,50,,
3,1816,50,,
4,517,50,,
5,1049,50,,
6,2049,50,,
7,2052,50,,
8,510,50,,
9,437,50,,
10,3032,50,,
,,,3,4
1,1915,50,,
2,2012,50,,
3,1898,50,,
4,504,50,,
5,1952,50,,
6,2043,50,,
7,2077,50,,
8,512,50,,
9,402,50,,
10,1984,50,,
,,,3,5
