1,2022,50,,
2,2035,50,,
3,1865,50,,
4,510,50,,
5,1118,50,,
6,2037,50,,
7,2035,50,,
8,513,50,,
9,442,50,,
10,3031,50,,
,,,3,1
1,2072,50,,
2,2052,50,,
3,826,50,,
4,544,50,,
5,1150,50,,
6,1996,50,,
7,2023,50,,
8,828,50,,
9,420,50,,
10,3019,50,,
,,,3,2
1,2069,50,,
2,2053,50,,
3,825,50,,
4,826,50,,
5,1104,50,,
6,2012,50,,
7,2025,50,,
8,828,50,,
9,406,50,,
10,3015,50,,
,,,3,3
1,2064,50,,
2,2060,50,,
3,818,50,,
4,577,50,,
5,1116,50,,
6,2056,50,,
7,2025,50,,
8,838,50,,
9,125,50,,
10,3016,50,,
,,,3,4
1,2062,50,,
2,2062,50,,
3,814,50,,
4,871,50,,
5,1109,50,,
6,2058,50,,
7,2024,50,,
8,842,50,,
9,388,50,,
10,3016,50,,
,,,3,5
1,2020,50,,
2,2060,50,,
3,810,50,,
4,592,50,,
5,1120,50,,
6,2073,50,,
7,2027,50,,
8,820,50,,
9,120,50,,
10,3015,50,,
,,,3,6
1,1996,50,,
2,2043,50,,
3,805,50,,
4,592,50,,
5,1074,50,,
6,2010,50,,
7,2029,50,,
8,833,50,,
9,409,50,,
10,2991,50,,
,,,3,7
1,1966,50,,
2,2040,50,,
3,1874,50,,
4,540,50,,
5,2006,50,,
6,2116,50,,
7,2068,50,,
8,514,50,,
9,435,50,,
10,2119,50,,
,,,3,8
