1,1995,50,,
2,2040,50,,
3,1853,50,,
4,522,50,,
5,1053,50,,
6,2113,50,,
7,2042,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,1
1,1986,50,,
2,2039,50,,
3,843,50,,
4,533,50,,
5,1059,50,,
6,2113,50,,
7,2057,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,2
1,1997,50,,
2,2040,50,,
3,1294,50,,
4,541,50,,
5,1068,50,,
6,2113,50,,
7,2503,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,3
1,1993,50,,
2,2040,50,,
3,1212,50,,
4,814,50,,
5,1056,50,,
6,2113,50,,
7,2486,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,4
1,2000,50,,
2,2040,50,,
3,1207,50,,
4,525,50,,
5,1055,50,,
6,2113,50,,
7,2466,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,5
1,1973,50,,
2,2040,50,,
3,803,50,,
4,815,50,,
5,1037,50,,
6,2113,50,,
7,2047,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,6
1,1963,50,,
2,2039,50,,
3,807,50,,
4,565,50,,
5,1056,50,,
6,2113,50,,
7,2048,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,7
1,1972,50,,
2,2040,50,,
3,1883,50,,
4,559,50,,
5,1971,50,,
6,2113,50,,
7,2063,50,,
8,514,50,,
9,434,50,,
10,2118,50,,
,,,3,8
