右橫移
11,負
12,正
13,負
14,正
左橫移
11,正
12,負
13,正
14,負
右轉
11,正
12,正
13,正
14,正
左轉
11,負
12,負
13,負
14,負
直走
11,正
12,負
13,負
14,正
後退
11,負
12,正
13,正
14,負
左斜前
11,正
12,負
13,0
14,0
